oid_ztf,ra,dec,ra_error,dec_error,parallax,parallax_error,pm,pmra_error,pmdec_error,nu_eff_used_in_astrometry,astrometric_sigma5d_max,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,bp_g,g_rp,l,b,ecl_lon,ecl_lat,distance,absmag_g,absmag_bp,absmag_rp
ZTF18aaxuzxa,332.4294167,65.64297222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acbwowf,303.3532083,61.05166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abjjtwi,307.8142917,77.64786111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abaeibe,326.8115417,58.87208333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abcfspn,308.6850833,65.16791667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abfryaw,313.6990417,58.28677778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abnxdfh,318.017375,66.25013889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abummjz,4.899291667,72.89211111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abxdquf,312.7487917,68.77619444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abxofrw,321.5059167,60.68208333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abzacuc,341.5572917,57.54338889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acavmlk,311.133625,71.06022222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acgzhmr,337.88075,68.60041667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18adbcqpt,10.852625,77.88791667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20abojvde,6.376708333,73.68766667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21abiytsg,312.5543333,62.79933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21acaohjl,43.06095833,0.336305556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22aatgjit,20.50225,-8.56375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abvcxrd,13.7305,-20.96341667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abmprjj,18.43954167,-21.72461111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22abdlwbg,31.90429167,-5.740194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19adbmwto,36.975125,0.744777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22abcckfc,7.562958333,-13.84105556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aabqewr,194.6342083,26.01830556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aaxnokj,202.2016667,20.55463889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21acngwza,195.43525,26.99027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aagsenq,238.62725,36.84502778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21aaspdzb,185.5221667,-19.62122222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aapdjjr,167.659375,-9.474138889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aapecgf,175.49575,-13.70094444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22aaibbvy,172.9165417,-21.06488889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abasxmh,326.5969583,29.88280556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20abqgsah,294.11775,50.8295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abyzrsg,293.7680417,47.15069444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acbwqtc,310.1842917,50.99447222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abahgnd,321.1725,39.13236111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19acetwif,299.1347917,33.23344444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20abhmplk,292.9252083,32.17230556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20abrtuvb,297.7877083,38.82036111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20actrnof,304.3735,48.38444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20acysfqb,297.6185,37.03355556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aapqtei,319.7439583,53.70963889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21abczgaw,318.50625,34.44027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19acecvsm,315.5727917,32.55447222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21abpjmwx,319.8714583,32.88830556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21abqyqtx,291.8186667,45.21994444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22aaxtvyu,312.270375,52.42652778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abpuqkp,302.8205833,45.98488889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aapmoxl,288.4195833,48.15044444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18adkoqkw,297.582375,49.95205556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abyrano,320.0521667,38.00797222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF17aaarine,326.7010417,48.46319444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20abzgeqe,295.5827917,29.00158333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abcxbcy,310.3045833,36.41288889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18adnmnoi,323.7064167,35.53441667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19acxzbad,307.553,51.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18adkewxg,309.45,30.10566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abdfrgj,299.9815417,35.64783333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abcetxq,313.638375,32.14841667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abtoxnh,313.1583333,30.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19acvfsfp,299.0795,39.85008333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aatihek,297.6102083,51.08672222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abflxxr,298.6562083,37.78658333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21aadsqkd,319.2994167,40.76094444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21aakjbfa,290.3305417,50.96358333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abfyngm,297.6798333,38.82086111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21abhztkq,292.4141667,41.78469444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21aboulpc,308.5592917,56.27411111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21abyxcjb,308.324125,54.92527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abehbga,325.218,49.17938889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21acpsiip,314.564375,34.30044444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22aafmdrb,292.83775,56.26983333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22aaefjpp,322.4930833,41.79219444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22aauhprt,294.684625,42.85869444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22aatszou,296.3097917,41.32752778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22aasxara,291.6585,28.89002778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22aayqiqx,298.6621667,35.90738889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21abtullx,319.273,37.46816667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22abmchcy,330.209375,52.08975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22abjelcl,327.9569583,53.74147222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abxqyaf,291.7804583,33.10822222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20abytgnq,292.041,55.27147222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF17aabumhg,295.7932917,55.81680556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aanmkog,298.56975,49.73913889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abasqpu,312.2624167,37.46477778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abgybta,293.3625,32.88033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acswpmz,314.9122917,29.49597222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18adlswif,320.117,31.18605556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acxgsyg,304.907125,57.14052778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21ablkfsp,320.8169583,46.14530556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21abebltm,325.4755,52.82527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF17aaaajfc,325.684125,47.15377778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF17aaboory,311.1620833,52.81166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aapnike,291.5602917,50.68897222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aaqiogf,290.7795417,48.37158333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aauefpg,293.3169167,48.30463889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aawlxuu,294.256125,35.45347222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aawrmhl,296.3655,44.49897222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aaxdpxs,298.2934167,51.03313889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abcoxnn,301.228,32.01544444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abecggb,315.3093333,36.88113889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18adllrpg,307.1261667,51.03713889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abjsybd,299.8091667,51.02011111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abjtdvt,329.0351667,46.88125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abkbwhs,330.422875,45.04686111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18ablrzwy,329.25025,54.32813889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abmnsgj,318.6036667,33.47675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abmvlrj,288.4271667,54.70836111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abnuark,320.2269583,38.96077778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abptzkg,317.235,34.65138889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18absjiej,292.1963333,34.83819444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abssoen,327.02075,32.84516667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abucctv,297.8935833,36.87608333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abxwtwk,295.116,55.53919444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abzmxax,295.546,41.57052778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acauijl,321.0271667,38.89891667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acbwwjg,325.74625,52.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18accepnx,296.16525,34.96019444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acswien,292.3232917,42.03566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acswirx,295.9264583,43.10036111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acxgtwj,298.4455,44.18888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acxgxbf,291.635625,35.84172222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18adblscj,318.5777083,35.43777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19adhjmad,298.6082917,46.96797222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aaxnsjl,312.7564167,32.59380556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abahjuv,316.9216667,29.55383333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abbgxwx,318.3804167,40.80991667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abqstxq,296.5206667,55.55030556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abraqpf,303.5752083,51.72330556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abpqwxx,322.784375,28.85730556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19acynfnu,321.7738333,30.53366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20abgxwyt,292.3491667,38.47502778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21abixmzi,294.49825,52.4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21abwqrra,304.9054583,55.58844444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22aagqith,324.0702917,37.83294444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22aamgjgu,300.6588333,47.6215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19acvfvhd,304.7717917,10.76744444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acswqyz,310.67375,4.793972222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21aaxbidh,309.6436667,5.423638889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abmiqsz,304.0704583,15.20719444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22abfuwum,309.3793333,14.39402778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acswlfw,309.578875,14.81008333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acbwtij,314.91125,19.14602778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19adblukm,306.875125,12.99686111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abfyboh,314.0557083,12.85363889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18absmoql,305.5885833,20.49327778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abvpiim,310.7335417,6.223583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abygcwk,316.129,13.05191667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abgcnqu,305.789875,10.30030556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abpdshb,312.2369583,14.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20aaxckge,308.590875,9.276888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20abzgddp,306.4425417,8.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21accmmxm,304.323375,13.34822222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20abuocri,291.5033333,57.03902778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20abjnqcj,280.3262917,48.41488889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21aagywsn,291.7697083,63.60813889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abpzliw,303.459875,66.72691667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF23aabupif,273.2829583,51.41680556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21aalkoea,296.73225,60.63916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20actqvfz,203.6617917,62.76783333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aauptux,235.19775,68.53091667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aaludbw,256.54825,56.74769444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abcleke,276.3661667,66.42475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abfwujm,288.1212917,59.87472222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aculisr,305.8149167,74.29780556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aapgbix,278.7282083,54.80730556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aajpqbj,227.7907917,57.68341667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18adbijzx,253.8669583,59.12397222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aazrdpr,295.0274583,60.48316667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abptvxf,286.2532917,61.78552778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aaqstxo,296.585,59.4425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aawpgwv,293.826,59.83058333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aayledy,274.3627917,55.41922222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abcomui,304.9085,74.78963889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abrhdui,240.2675,59.25730556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19acercun,283.8580833,82.23697222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21abgjdtt,298.37975,67.08522222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18adodsfg,315.143125,5.910027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abijkfm,317.5736667,9.0505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21aaarmhs,43.39029167,-20.79861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20aaceyho,66.01816667,-19.40511111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20aakugak,66.28266667,-23.97272222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abuipti,64.39408333,-6.232583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20acgjixx,77.19816667,-9.579722222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF17aackmup,43.14779167,-1.410916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acpsgke,54.29545833,-6.849833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19actdwpj,61.65670833,-24.91413889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20aalbknf,66.34920833,-1.609694444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acqyxcy,101.829625,33.57358333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abzzslc,109.6006667,20.54888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abuqngq,92.8545,22.35475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22abqhcvd,107.641,12.74119444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acrxkru,110.8833333,18.67808333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19adbqznr,105.9654167,32.89880556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aancsdk,103.642,28.72697222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aabgmba,100.384,12.17663889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF17aacmlfg,95.86341667,17.79227778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21acqtgzj,114.2701667,24.88758333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acrmzwa,101.0044583,21.64633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acrvlud,107.568,29.52558333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abshnzy,102.4218333,27.28680556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF22aaavtlk,110.646,18.03466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF17aaasaat,117.3667083,19.08111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18accdego,117.083125,24.96630556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acrcaee,109.9422083,32.75927778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acbzppd,117.8364583,31.78188889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aaaaorq,98.923125,27.74652778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abrqeft,104.4765833,24.63872222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aablrnn,95.7235,19.97963889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acywubt,108.741625,22.93827778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aajybch,101.5997917,27.17027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aakyofv,116.6979583,15.70372222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abucxdi,104.968625,24.61777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abucxsc,102.1716667,16.19486111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20abwiild,108.8195417,16.02925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF17aacpcac,117.665625,23.60152778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aagiasb,100.243,21.63725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aakyiem,103.0925417,33.41416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20aabpeiq,109.6895417,19.74419444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aagqjlq,110.2027917,17.18108333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19acwxgrz,110.5489167,18.71519444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aaknfwp,114.2682083,25.01497222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aaawtyh,114.73775,18.44672222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aaexcbr,113.9999167,22.02561111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF17aacbixx,104.0224167,25.24561111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aamyzpg,105.8452917,16.49688889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aaaluzq,113.4367083,15.72436111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF17aadkjih,96.8825,17.40852778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20aancwqe,100.2904167,19.79202778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aablmiy,99.3175,14.70977778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aaqjcvv,117.4239167,20.24605556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abqeizk,95.46529167,20.39563889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18accmthd,103.961125,34.32061111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acedtsv,99.17579167,23.95255556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18adacwfm,107.0975417,29.42786111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20aafecmx,103.448375,27.81325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20aammtvz,112.5669167,12.8915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20acozxxt,105.9591667,27.00441667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abbprmq,272.18625,34.45663889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18aayzgkc,272.5862083,32.65383333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abucoyd,274.7419167,17.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19aamlihv,272.1705833,19.44044444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF19abdvsjg,255.830875,12.76522222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF20aavtcaj,254.9242083,27.56483333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21aahfkcp,261.67975,21.90433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF21aapvoqy,274.2458333,25.63372222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18acbxbad,282.0632917,17.28622222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abllrvn,272.3710833,26.84575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abmbdbg,262.8548333,20.13513889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTF18abtoccg,273.5184167,21.88777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
